	eco	name	fen	moves	pgn
217	D27	Queen's Gambit Accepted: Furman Variation	rnbqk2r/1p3ppp/p3pn2/2b5/2B5/4PN2/PP3PPP/RNBQ1RK1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d4c5 f8c5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 11. e1 g1 12. a7 a6 13. d4 c5 14. f8 c5 
218	D28	Queen's Gambit Accepted: Classical Defense, Alekhine System (Except Main Line)	rnbqkb1r/5ppp/p3pn2/1pp5/2BP4/4PN2/PP2QPPP/RNB2RK1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 11. e1 g1 12. a7 a6 13. d1 e2 14. b7 b5 
219	D28	Queen's Gambit Accepted: Classical Defense, Alekhine System	rnbqkb1r/1p3ppp/p3pn2/2p5/2BP4/4PN2/PP2QPPP/RNB2RK1 b kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 11. e1 g1 12. a7 a6 13. d1 e2 
220	D28	Queen's Gambit Accepted: Classical, Flohr Variation	r3kb1r/1bq2ppp/p3pn2/1p1P4/2p5/2N1PN2/PPQ2PPP/R1BR2K1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 b8c6 f1d1 c5c4 b3c2 c6b4 b1c3 b4c2 e2c2 c8b7 d4d5 d8c7	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 11. e1 g1 12. a7 a6 13. d1 e2 14. b7 b5 15. c4 b3 16. b8 c6 17. f1 d1 18. c5 c4 19. b3 c2 20. c6 b4 21. b1 c3 22. b4 c2 23. e2 c2 24. c8 b7 25. d4 d5 26. d8 c7 
221	D29	Queen's Gambit Accepted: Classical Defense, Alekhine System, Main Line	rn1qkb1r/1b3ppp/p3pn2/1pp5/3P4/1B2PN2/PP2QPPP/RNB2RK1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 c8b7	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 11. e1 g1 12. a7 a6 13. d1 e2 14. b7 b5 15. c4 b3 16. c8 b7 
222	D29	Queen's Gambit Accepted: Classical Defense, Alekhine System, Smyslov Variation	r2qk2r/1b1n1ppp/p2bpn2/1pp5/3P4/1BN1PN2/PP2QPPP/R1BR2K1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 c8b7 f1d1 b8d7 b1c3 f8d6	1. d2 d4 2. d7 d5 3. c2 c4 4. d5 c4 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. f1 c4 10. c7 c5 11. e1 g1 12. a7 a6 13. d1 e2 14. b7 b5 15. c4 b3 16. c8 b7 17. f1 d1 18. b8 d7 19. b1 c3 20. f8 d6 
223	D30	French Defense: Diemer-Duhm Gambit	rnbqkbnr/ppp2ppp/4p3/8/2PPp3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 e2e4 d5e4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. e2 e4 6. d5 e4 
224	D30	Queen's Gambit Declined: Capablanca	rnbqkb1r/ppp2pp1/4pn1p/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 c1g5 h7h6	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. c1 g5 8. h7 h6 
225	D30	Queen's Gambit Declined: Capablanca Variation	r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/4PN2/PP1N1PPP/R2QKB1R b KQkq -	d2d4 g8f6 g1f3 e7e6 c2c4 d7d5 c1g5 c7c6 b1d2 b8d7 e2e3	1. d2 d4 2. g8 f6 3. g1 f3 4. e7 e6 5. c2 c4 6. d7 d5 7. c1 g5 8. c7 c6 9. b1 d2 10. b8 d7 11. e2 e3 
226	D30	Queen's Gambit Declined	rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 
227	D30	Queen's Gambit Declined: Semmering Variation	r1bqkb1r/pp1n1ppp/4pn2/2pp4/2PP4/3BPN2/PP1N1PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 b8d7 f1d3 c6c5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. b1 d2 10. b8 d7 11. f1 d3 12. c6 c5 
228	D30	Queen's Gambit Declined: Spielmann Variation	rnbqkb1r/pp3p1p/2p1pnp1/3p4/2PP4/4PN2/PP1N1PPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 e2e3 c7c6 b1d2 g7g6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. g1 f3 6. g8 f6 7. e2 e3 8. c7 c6 9. b1 d2 10. g7 g6 
229	D30	Queen's Gambit Declined: Stonewall Variation	rnbqkb1r/pp4pp/2p1p3/3p1p2/2PPn3/3BPN2/PP1N1PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 f6e4 f1d3 f7f5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. b1 d2 10. f6 e4 11. f1 d3 12. f7 f5 
230	D30	Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch Bishop Attack	rnbqkbnr/pp3ppp/8/2pp2B1/3P4/5N2/PP2PPPP/RN1QKB1R b KQkq -	d2d4 d7d5 c2c4 e7e6 g1f3 c7c5 c4d5 e6d5 c1g5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. g1 f3 6. c7 c5 7. c4 d5 8. e6 d5 9. c1 g5 
231	D30	Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch	rnbqkbnr/pp3ppp/4p3/2pp4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 g1f3 c7c5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. g1 f3 6. c7 c5 
232	D30	Queen's Gambit Declined: Traditional Variation	rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 c1g5	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. c1 g5 
233	D30	Queen's Gambit Declined: Vienna Variation	rnbqk2r/ppp2ppp/4pn2/3p2B1/1bPP4/5N2/PP2PPPP/RN1QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 c1g5 f8b4	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. c1 g5 8. f8 b4 
234	D30	Semi-Slav Defense: Quiet Variation	r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/4PN2/PP1N1PPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 b8d7	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. b1 d2 10. b8 d7 
235	D30	Semi-Slav Defense: Quiet Variation	rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/4PN2/PP1N1PPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. e2 e3 8. e7 e6 9. b1 d2 
236	D31	Queen's Gambit Declined: Alapin Variation	rnbqkbnr/p1p2ppp/1p2p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	d2d4 e7e6 c2c4 b7b6 b1c3 d7d5	1. d2 d4 2. e7 e6 3. c2 c4 4. b7 b6 5. b1 c3 6. d7 d5 
237	D31	Queen's Gambit Declined: Charousek (Petrosian) Variation, Miladinovic Gambit	rnbqk1nr/ppp1bppp/4p3/8/2PPp3/2N2P2/PP4PP/R1BQKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 e2e4 d5e4 f2f3	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. f8 e7 7. e2 e4 8. d5 e4 9. f2 f3 
238	D31	Queen's Gambit Declined: Charousek (Petrosian) Variation	rnbqk1nr/ppp1bppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 f8e7	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. f8 e7 
239	D31	Queen's Gambit Declined: Janowski Variation	rnbqkbnr/1pp2ppp/p3p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 a7a6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. a7 a6 
240	D31	Queen's Gambit Declined: Queen's Knight Variation	rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 
241	D31	Queen's Gambit Declined: Semi-Slav, Abrahams Variation	rnbqk1nr/5ppp/2p1p3/pp6/PbpP4/2N1PN2/1P1B1PPP/R2QKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 a2a4 f8b4 e2e3 b7b5 c1d2 a7a5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. g1 f3 8. d5 c4 9. a2 a4 10. f8 b4 11. e2 e3 12. b7 b5 13. c1 d2 14. a7 a5 
242	D31	Queen's Gambit Declined: Semi-Slav, Junge Variation	rnb1k1nr/p4ppp/1qp1p3/1p6/PbpP4/2N1PN2/1P1B1PPP/R2QKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 g1f3 c7c6 b1c3 d5c4 a2a4 f8b4 e2e3 b7b5 c1d2 d8b6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. g1 f3 6. c7 c6 7. b1 c3 8. d5 c4 9. a2 a4 10. f8 b4 11. e2 e3 12. b7 b5 13. c1 d2 14. d8 b6 
243	D31	Queen's Gambit Declined: Semi-Slav, Koomen Variation	rnb1k1nr/p3qppp/2p1p3/1p6/PbpP4/2N1PN2/1P1B1PPP/R2QKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 e2e3 b7b5 a2a4 f8b4 c1d2 d8e7	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. g1 f3 8. d5 c4 9. e2 e3 10. b7 b5 11. a2 a4 12. f8 b4 13. c1 d2 14. d8 e7 
244	D31	Queen's Gambit Declined: Uhlmann Variation	rnbq1rk1/ppp1bpp1/4pn1p/8/2pP3B/2N2N2/PP2PPPP/2RQKB1R w K -	d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 g1f3 g8f6 c1g5 h7h6 g5h4 e8g8 a1c1 d5c4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. f8 e7 7. g1 f3 8. g8 f6 9. c1 g5 10. h7 h6 11. g5 h4 12. e8 g8 13. a1 c1 14. d5 c4 
245	D31	Semi-Slav Defense: Accelerated Move Order	rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 
246	D31	Semi-Slav Defense: Anti-Noteboom, Stonewall Variation, Portisch Gambit	rnbqkbnr/pp4pp/2p1p3/3p1p2/2PP2P1/2N1P3/PP3P1P/R1BQKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e3 f7f5 g2g4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. e2 e3 8. f7 f5 9. g2 g4 
247	D31	Semi-Slav Defense: Gunderam Gambit	rnbqkbnr/pp3ppp/2p1p3/8/2PPp3/2N2P2/PP4PP/R1BQKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e4 d5e4 f2f3	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. e2 e4 8. d5 e4 9. f2 f3 
248	D31	Semi-Slav Defense: Marshall Gambit, Forgotten Variation	rnbqk1nr/pp3ppp/2p1p3/8/1bPP4/2N5/PP3PPP/R1BQKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e4 d5e4 c3e4 f8b4 e4c3	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. e2 e4 8. d5 e4 9. c3 e4 10. f8 b4 11. e4 c3 
249	D31	Semi-Slav Defense: Marshall Gambit, Main Line	rnbqk1nr/pp3ppp/2p1p3/8/1bPPN3/8/PP1B1PPP/R2QKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e4 d5e4 c3e4 f8b4 c1d2	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. e2 e4 8. d5 e4 9. c3 e4 10. f8 b4 11. c1 d2 
250	D31	Semi-Slav Defense: Marshall Gambit	rnbqkbnr/pp3ppp/2p1p3/3p4/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. e2 e4 
251	D31	Semi-Slav Defense: Marshall Gambit, Tolush Variation	rnb1k1nr/pp3ppp/4p3/2B5/2P5/8/PP2BPqP/R2QK1NR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e4 d5e4 c3e4 f8b4 c1d2 d8d4 d2b4 d4e4 f1e2 c6c5 b4c5 e4g2	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. e2 e4 8. d5 e4 9. c3 e4 10. f8 b4 11. c1 d2 12. d8 d4 13. d2 b4 14. d4 e4 15. f1 e2 16. c6 c5 17. b4 c5 18. e4 g2 
252	D31	Semi-Slav Defense: Noteboom Variation, Abrahams Variation	rnbqk1nr/p4ppp/4p3/1p6/2pP4/2P1PN2/5PPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 a2a4 f8b4 e2e3 b4c3 b2c3 b7b5 a4b5 c6b5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. g1 f3 8. d5 c4 9. a2 a4 10. f8 b4 11. e2 e3 12. b4 c3 13. b2 c3 14. b7 b5 15. a4 b5 16. c6 b5 
253	D31	Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Gambit	rnbqkbnr/pp3ppp/2p1p3/8/2pP4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 g2g3	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. g1 f3 8. d5 c4 9. g2 g3 
254	D31	Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Variation, Belyavsky Line	rnbqkbnr/pp4pp/2p1pp2/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 c1g5 f7f6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. g1 f3 8. d5 c4 9. c1 g5 10. f7 f6 
255	D31	Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Variation	rnbqkbnr/pp3ppp/2p1p3/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 c1g5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. g1 f3 8. d5 c4 9. c1 g5 
256	D31	Semi-Slav Defense: Noteboom Variation	rnbqkbnr/pp3ppp/2p1p3/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c6 7. g1 f3 8. d5 c4 
257	D32	Queen's Gambit Declined: Tarrasch Defense	rnbqkbnr/pp3ppp/8/2pp4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 
258	D32	Tarrasch Defense: Grünfeld Gambit	r1bqkbnr/p4ppp/2n5/1pP5/N2p4/5N2/PP2PPPP/R1BQKB1R w KQkq b6	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 d4c5 d5d4 c3a4 b7b5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. d4 c5 12. d5 d4 13. c3 a4 14. b7 b5 
259	D32	Tarrasch Defense: Marshall Gambit	rnbqkbnr/pp3ppp/8/2pp4/3PP3/2N5/PP3PPP/R1BQKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 e2e4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. e2 e4 
260	D32	Tarrasch Defense	rnbqkbnr/pp3ppp/4p3/2pp4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 
261	D32	Tarrasch Defense: Schara Gambit	rnbqkbnr/pp3ppp/4p3/3P4/3p4/2N5/PP2PPPP/R1BQKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 c5d4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. c5 d4 
262	D32	Tarrasch Defense: Tarrasch Gambit	rnbqkbnr/p4ppp/8/1pP5/N2p4/8/PP2PPPP/R1BQKBNR w KQkq b6	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 d4c5 d5d4 c3a4 b7b5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. d4 c5 10. d5 d4 11. c3 a4 12. b7 b5 
263	D32	Tarrasch Defense: Two Knights Variation	rnbqkbnr/pp3ppp/8/2pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 
264	D32	Tarrasch Defense: von Hennig Gambit	r2qkbnr/pp3ppp/2n1b3/3Q4/8/2N5/PP2PPPP/R1B1KBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 c5d4 d1d4 b8c6 d4d1 e6d5 d1d5 c8e6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. c5 d4 9. d1 d4 10. b8 c6 11. d4 d1 12. e6 d5 13. d1 d5 14. c8 e6 
265	D33	Tarrasch Defense: Prague Variation	r1bqkb1r/pp3ppp/2n2n2/2pp4/3P4/2N2NP1/PP2PP1P/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 
266	D33	Tarrasch Defense: Rubinstein System	r1bqkbnr/pp3ppp/2n5/2pp4/3P4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 
267	D33	Tarrasch Defense: Swedish Variation, Central Break	r1bqkbnr/pp3ppp/2n5/3p4/2pPP3/2N2NP1/PP3P1P/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 c5c4 e2e4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. c5 c4 13. e2 e4 
268	D33	Tarrasch Defense: Swedish Variation	r1bqkbnr/pp3ppp/2n5/3p4/2pP4/2N2NP1/PP2PP1P/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 c5c4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. c5 c4 
269	D33	Tarrasch Defense: Wagner Variation	r2qkb1r/pp3ppp/2n2n2/2pp4/3P2b1/2N2NP1/PP2PPBP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 c8g4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 13. f1 g2 14. c8 g4 
270	D34	Queen's Gambit Declined: Tarrasch, Stoltz Variation	r2q1rk1/p3bppp/1pn1bn2/2pp2B1/3P4/2N2NP1/PP2PPBP/2RQ1RK1 w - -	d2d4 d7d5 c2c4 e7e6 g1f3 c7c5 c4d5 e6d5 g2g3 b8c6 f1g2 g8f6 e1g1 f8e7 b1c3 e8g8 c1g5 c8e6 a1c1 b7b6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. g1 f3 6. c7 c5 7. c4 d5 8. e6 d5 9. g2 g3 10. b8 c6 11. f1 g2 12. g8 f6 13. e1 g1 14. f8 e7 15. b1 c3 16. e8 g8 17. c1 g5 18. c8 e6 19. a1 c1 20. b7 b6 
271	D34	Tarrasch Defense: Classical Variation, Advance Variation	r1bq1rk1/pp2bppp/2n2n2/3p2B1/2pP4/2N2NP1/PP2PPBP/R2Q1RK1 w - -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c5c4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 13. f1 g2 14. f8 e7 15. e1 g1 16. e8 g8 17. c1 g5 18. c5 c4 
272	D34	Tarrasch Defense: Classical Variation, Bogoljubov Variation	r2q1rk1/pp2bppp/2n1bn2/3p2B1/2pP4/2N2NP1/PP2PPBP/2RQ1RK1 w - -	d2d4 g8f6 c2c4 e7e6 b1c3 c7c5 g1f3 d7d5 c4d5 e6d5 g2g3 b8c6 f1g2 f8e7 e1g1 e8g8 c1g5 c8e6 a1c1 c5c4	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. g1 f3 8. d7 d5 9. c4 d5 10. e6 d5 11. g2 g3 12. b8 c6 13. f1 g2 14. f8 e7 15. e1 g1 16. e8 g8 17. c1 g5 18. c8 e6 19. a1 c1 20. c5 c4 
273	D34	Tarrasch Defense: Classical Variation, Carlsbad Variation	r1bq1rk1/pp2bppp/2n2n2/2pp2B1/3P4/2N2NP1/PP2PPBP/R2Q1RK1 b - -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 13. f1 g2 14. f8 e7 15. e1 g1 16. e8 g8 17. c1 g5 
274	D34	Tarrasch Defense: Classical Variation, Chandler Variation	r2qr1k1/pp2bpp1/2n1bn1p/3p4/3N4/2N1B1P1/PP2PPBP/2RQ1RK1 w - -	d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c5d4 f3d4 h7h6 g5e3 f8e8 a1c1 c8e6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. c7 c5 7. c4 d5 8. e6 d5 9. g1 f3 10. b8 c6 11. g2 g3 12. g8 f6 13. f1 g2 14. f8 e7 15. e1 g1 16. e8 g8 17. c1 g5 18. c5 d4 19. f3 d4 20. h7 h6 21. g5 e3 22. f8 e8 23. a1 c1 24. c8 e6 
